country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,Surface temperature anomaly,Continent
South Korea,2001,KOR,47064784.0,1127616217088.0,25.665,0.545,455.631,15.65,3.557,449.641,14.958,3.441,9.554,0.399,0.195,9.681,0.404,0.198,174.626,3.71,485.213,10.309,0.43,455.693,7314.521,7409.856,2795.075,0.0,294.382,153.662,3717.158,52.213,48871.348,2.04,0.0,0.0,44.163,0.938,10.914,9.637,-5.99,-0.127,24.83,0.528,15.2,0.323,206.083,4.379,0.108,5.094,2300.119,3.404,1.775,1.464,1.886,2.378,0.682,0.42,0.523,0.0,0.232,0.022,0.989,1.228,0.0,0.929,-0.119,1.99,2.388,0.459,0.001,0.004,0.005,0.0,453.54,513.66,29.582,6.493,0.9,Asia
South Korea,2002,KOR,47320664.0,1203066634240.0,27.107,0.573,476.065,20.434,4.485,470.238,20.598,4.581,9.937,0.391,0.195,10.06,0.396,0.198,187.637,3.965,524.603,11.086,0.436,482.8,7790.585,7880.094,2982.711,0.0,343.451,147.836,3924.274,57.35,50846.504,2.0,0.0,0.0,49.069,1.037,10.969,9.699,-5.827,-0.123,24.63,0.52,14.94,0.316,207.116,4.377,0.109,5.137,2406.09,3.467,1.814,1.487,1.938,2.42,0.709,0.438,0.548,0.0,0.261,0.021,1.016,1.283,0.0,1.0,-0.108,2.004,2.375,0.471,0.001,0.004,0.006,0.0,458.96,519.07,48.538,10.196,0.49,Asia
South Korea,2003,KOR,47539740.0,1229830488064.0,27.92,0.587,485.213,9.148,1.922,479.437,9.199,1.956,10.085,0.39,0.193,10.206,0.395,0.195,195.319,4.109,542.452,11.41,0.441,510.72,8275.798,8359.531,3178.031,0.0,394.851,142.06,4129.646,62.55,52236.246,2.019,0.0,0.0,51.401,1.081,11.087,9.823,-5.775,-0.121,24.6,0.517,18.23,0.383,205.372,4.32,0.109,5.2,2483.298,3.247,1.755,1.432,1.856,2.455,0.735,0.457,0.573,0.0,0.289,0.02,1.041,1.334,0.0,1.011,-0.099,1.934,2.353,0.482,0.001,0.004,0.006,0.0,466.96,527.07,57.239,11.797,0.36,Asia
South Korea,2004,KOR,47727288.0,1281243873280.0,26.124,0.547,491.389,6.177,1.273,486.216,6.779,1.414,10.187,0.379,0.191,10.296,0.384,0.193,203.138,4.256,552.782,11.582,0.431,536.844,8767.188,8845.748,3381.169,0.0,455.085,136.887,4325.902,68.188,53247.426,1.984,0.0,0.0,60.234,1.262,11.581,10.322,-5.173,-0.108,23.6,0.494,20.85,0.437,196.256,4.112,0.118,5.638,2541.355,2.907,1.717,1.429,1.868,2.473,0.759,0.474,0.598,0.0,0.32,0.019,1.061,1.385,0.0,1.145,-0.096,1.782,2.435,0.493,0.001,0.004,0.006,0.0,492.62,552.73,61.393,12.494,1.04,Asia
South Korea,2005,KOR,47889576.0,1322354606080.0,23.326,0.487,498.688,7.299,1.485,493.179,6.963,1.432,10.298,0.373,0.188,10.413,0.377,0.19,209.293,4.37,581.335,12.139,0.44,560.17,9265.876,9338.927,3590.462,0.0,520.355,131.378,4520.972,73.918,54864.957,1.987,0.0,0.0,65.27,1.363,11.444,10.189,-5.509,-0.115,23.76,0.496,19.38,0.405,195.069,4.073,0.12,5.73,2627.459,2.42,1.685,1.43,1.811,2.471,0.783,0.492,0.622,0.0,0.353,0.018,1.079,1.431,0.0,1.214,-0.113,1.756,2.365,0.503,0.001,0.005,0.006,0.0,487.96,548.06,82.647,16.573,0.33,Asia
South Korea,2006,KOR,48049348.0,1381281431552.0,23.14,0.482,503.478,4.79,0.96,498.025,4.846,0.983,10.365,0.361,0.186,10.478,0.365,0.189,216.428,4.504,607.116,12.635,0.44,583.309,9769.354,9836.952,3806.89,0.0,588.35,125.925,4711.026,79.779,55579.965,1.933,0.0,0.0,67.995,1.415,11.579,10.328,-5.453,-0.113,23.76,0.494,18.02,0.375,190.054,3.955,0.122,5.861,2670.581,2.201,1.645,1.39,1.774,2.459,0.804,0.508,0.646,0.0,0.385,0.017,1.095,1.473,0.0,1.227,-0.104,1.695,2.317,0.513,0.001,0.005,0.006,0.0,496.26,556.37,103.638,20.584,0.34,Asia
South Korea,2007,KOR,48220600.0,1446721486848.0,26.275,0.545,521.709,18.231,3.621,516.352,18.327,3.68,10.708,0.357,0.188,10.819,0.361,0.19,228.427,4.737,632.677,13.12,0.437,609.584,10291.062,10353.305,4035.317,0.0,661.72,120.568,4898.284,86.157,57040.523,1.901,0.0,0.0,73.37,1.522,11.743,10.497,-5.357,-0.111,23.32,0.484,9.79,0.203,187.258,3.883,0.132,6.378,2750.528,2.327,1.656,1.432,1.786,2.453,0.826,0.525,0.67,0.0,0.417,0.017,1.11,1.518,0.0,1.28,-0.118,1.665,2.457,0.523,0.001,0.005,0.007,0.0,506.15,566.27,110.968,21.27,1.12,Asia
South Korea,2008,KOR,48398632.0,1477425233920.0,26.08,0.539,532.651,10.942,2.097,527.158,10.806,2.093,10.892,0.357,0.189,11.005,0.361,0.19,253.041,5.228,639.029,13.203,0.433,635.664,10823.714,10880.462,4288.359,0.0,737.644,115.075,5069.373,92.674,57774.648,1.893,0.0,0.0,75.924,1.569,11.966,10.724,-5.493,-0.113,23.3,0.481,8.97,0.185,171.088,3.535,0.135,6.517,2796.214,2.281,1.662,1.433,1.916,2.446,0.847,0.542,0.697,0.0,0.448,0.016,1.12,1.561,0.0,1.288,-0.116,1.527,2.507,0.533,0.001,0.005,0.007,0.0,519.03,579.15,106.378,19.972,0.73,Asia
South Korea,2009,KOR,48588024.0,1477640585216.0,24.553,0.505,537.82,5.169,0.97,532.836,5.678,1.077,10.966,0.361,0.19,11.069,0.364,0.191,262.395,5.4,574.751,11.829,0.389,660.218,11361.534,11413.298,4550.753,0.0,809.815,110.092,5242.081,98.667,57865.918,1.903,0.0,0.0,72.171,1.485,12.206,10.969,-4.983,-0.103,23.64,0.487,8.93,0.184,172.708,3.555,0.123,5.992,2811.591,2.089,1.708,1.451,2.013,2.43,0.867,0.558,0.724,0.0,0.476,0.015,1.131,1.596,0.0,1.255,-0.095,1.576,2.456,0.543,0.001,0.006,0.007,0.0,532.97,593.08,36.931,6.867,1.03,Asia
South Korea,2010,KOR,48813036.0,1562822836224.0,24.297,0.498,594.339,56.519,10.509,588.716,55.879,10.487,12.061,0.377,0.194,12.176,0.38,0.196,295.05,6.044,650.526,13.327,0.416,684.515,11955.873,12002.015,4845.804,0.0,901.357,104.469,5418.237,105.96,62221.305,1.943,0.0,0.0,91.541,1.875,13.215,11.983,-5.623,-0.115,23.8,0.488,9.26,0.19,176.156,3.609,0.149,7.294,3037.211,1.936,1.784,1.53,2.116,2.408,0.89,0.576,0.755,0.0,0.511,0.014,1.141,1.649,0.0,1.478,-0.109,1.555,2.963,0.555,0.001,0.006,0.007,0.0,584.93,645.05,56.187,9.454,0.7,Asia
South Korea,2011,KOR,49169880.0,1609219833856.0,24.721,0.503,623.443,29.104,4.897,621.962,33.246,5.647,12.649,0.386,0.196,12.679,0.387,0.196,320.169,6.511,674.407,13.716,0.419,709.236,12579.315,12623.977,5165.973,0.0,999.87,102.987,5589.706,114.532,64630.859,1.975,0.0,0.0,98.513,2.004,13.607,12.581,-1.481,-0.03,23.42,0.476,9.39,0.191,171.469,3.487,0.174,8.572,3177.892,1.832,1.81,1.568,2.173,2.382,0.913,0.595,0.786,0.0,0.547,0.014,1.15,1.709,0.0,1.546,-0.028,1.511,3.116,0.566,0.001,0.006,0.008,0.0,618.62,669.06,50.964,8.175,0.14,Asia
South Korea,2012,KOR,49634188.0,1646108213248.0,24.849,0.501,627.943,4.5,0.722,624.068,2.106,0.339,12.573,0.379,0.194,12.651,0.381,0.195,316.99,6.387,655.563,13.208,0.398,734.084,13207.258,13248.044,5482.962,0.0,1106.436,99.113,5760.523,123.253,64802.52,1.954,0.0,0.0,106.566,2.147,13.548,12.532,-3.875,-0.078,23.41,0.472,9.54,0.192,170.817,3.442,0.176,8.721,3216.42,1.795,1.797,1.549,2.128,2.356,0.935,0.612,0.816,0.0,0.584,0.013,1.158,1.766,0.0,1.639,-0.072,1.486,3.152,0.578,0.001,0.006,0.008,0.0,622.01,672.46,27.62,4.398,0.38,Asia
South Korea,2013,KOR,50098228.0,1693809246208.0,25.05,0.5,634.581,6.638,1.057,630.1,6.031,0.966,12.577,0.372,0.195,12.667,0.375,0.197,320.644,6.4,656.717,13.109,0.388,759.134,13841.839,13878.144,5803.606,0.0,1217.967,94.631,5929.105,132.027,64441.535,1.906,0.0,0.0,111.531,2.226,13.431,12.424,-4.481,-0.089,23.21,0.463,9.6,0.192,168.582,3.365,0.175,8.774,3228.407,1.736,1.801,1.572,2.139,2.329,0.956,0.63,0.845,0.0,0.622,0.012,1.164,1.815,0.0,1.706,-0.092,1.455,2.979,0.589,0.001,0.007,0.008,0.0,622.42,672.87,22.136,3.488,0.53,Asia
South Korea,2014,KOR,50558044.0,1750416228352.0,25.412,0.503,629.366,-5.214,-0.822,624.948,-5.152,-0.818,12.361,0.357,0.192,12.448,0.36,0.193,331.304,6.553,672.96,13.311,0.384,784.546,14471.206,14503.091,6134.91,0.0,1319.412,90.213,6090.639,141.699,64414.168,1.861,0.0,0.0,101.445,2.007,13.102,12.104,-4.418,-0.087,22.95,0.454,9.61,0.19,161.534,3.195,0.191,9.672,3256.654,1.695,1.775,1.536,2.208,2.301,0.976,0.646,0.874,0.0,0.651,0.012,1.169,1.87,0.0,1.526,-0.085,1.39,3.167,0.6,0.001,0.007,0.009,0.0,611.96,662.4,43.594,6.927,0.79,Asia
South Korea,2015,KOR,50994396.0,1799248019456.0,25.779,0.506,634.177,4.811,0.764,629.238,4.29,0.686,12.339,0.35,0.19,12.436,0.352,0.191,335.411,6.577,667.644,13.092,0.371,810.325,15105.383,15132.33,6470.321,0.0,1412.001,85.274,6261.232,151.503,64988.355,1.842,0.0,0.0,92.589,1.816,13.401,12.412,-4.939,-0.097,22.74,0.446,9.87,0.194,170.594,3.345,0.192,9.804,3314.042,1.785,1.788,1.531,2.288,2.28,0.995,0.662,0.903,0.0,0.675,0.011,1.175,1.922,0.0,1.365,-0.088,1.435,3.229,0.611,0.001,0.007,0.009,0.0,632.92,683.38,33.466,5.277,0.76,Asia
South Korea,2016,KOR,51309984.0,1849123405824.0,26.672,0.52,637.914,3.737,0.589,632.877,3.639,0.578,12.334,0.342,0.185,12.433,0.345,0.187,320.697,6.25,655.76,12.78,0.355,836.997,15743.297,15765.207,6791.019,0.0,1508.656,80.237,6445.267,161.358,66508.258,1.845,0.0,0.0,96.655,1.884,13.52,12.628,-5.037,-0.098,22.4,0.437,10.01,0.195,184.034,3.587,0.192,9.855,3412.538,1.799,1.799,1.58,2.239,2.261,1.013,0.678,0.929,0.0,0.697,0.01,1.183,1.972,0.0,1.387,-0.11,1.533,3.28,0.621,0.001,0.007,0.009,0.0,647.92,693.72,17.846,2.798,1.03,Asia
South Korea,2017,KOR,51511640.0,1907555696640.0,26.351,0.512,654.537,16.623,2.606,649.466,16.589,2.621,12.608,0.34,0.188,12.707,0.343,0.19,337.669,6.555,689.935,13.394,0.362,863.347,16397.834,16414.674,7128.688,0.0,1609.517,75.166,6624.68,171.602,66910.398,1.807,0.0,0.0,100.861,1.958,13.734,12.845,-5.071,-0.098,22.3,0.433,10.18,0.198,179.413,3.483,0.199,10.244,3446.665,1.751,1.817,1.6,2.33,2.241,1.031,0.694,0.956,0.0,0.72,0.01,1.189,2.022,0.0,1.416,-0.111,1.468,3.383,0.632,0.002,0.008,0.01,0.0,661.65,707.45,35.397,5.408,1.66,Asia
Spain,1990,ESP,38889888.0,756125007872.0,12.279,0.316,230.5,5.615,2.497,216.851,4.671,2.201,5.576,0.287,0.203,5.927,0.305,0.216,79.876,2.054,264.914,6.812,0.35,332.615,6225.459,9036.664,2825.089,2.352,99.031,2813.45,2963.372,3.001,27481.551,1.413,1.769,0.045,12.062,0.31,7.087,5.99,-13.649,-0.351,34.1,0.877,22.25,0.572,121.513,3.125,0.077,3.001,1068.754,2.488,1.013,0.777,0.918,2.716,0.771,0.628,0.646,0.029,0.125,0.443,1.102,0.162,0.684,0.315,-0.264,1.314,1.346,0.533,0.001,0.003,0.005,0.0,232.94,275.62,34.414,14.93,0.91,Europe
Spain,1991,ESP,38997064.0,787366543360.0,11.701,0.3,240.231,9.73,4.221,223.756,6.905,3.184,5.738,0.284,0.202,6.16,0.305,0.217,82.396,2.113,270.629,6.94,0.344,344.316,6465.69,9260.419,2907.486,4.105,112.494,2796.975,3091.344,5.946,28374.404,1.405,1.754,0.045,13.463,0.345,7.224,6.129,-16.475,-0.422,34.17,0.876,21.48,0.551,127.972,3.282,0.076,2.945,1106.518,2.306,1.034,0.794,0.956,2.7,0.778,0.631,0.652,0.049,0.135,0.437,1.109,0.288,0.64,0.344,-0.333,1.318,1.366,0.538,0.001,0.003,0.005,0.0,239.03,281.71,30.398,12.654,0.1,Europe
Spain,1992,ESP,39202248.0,805944623104.0,10.438,0.266,248.632,8.401,3.497,225.194,1.438,0.643,5.744,0.279,0.194,6.342,0.308,0.214,85.65,2.185,292.392,7.459,0.363,354.754,6714.322,9485.614,2993.135,5.96,127.064,2773.537,3224.605,8.803,29567.898,1.438,1.855,0.047,14.57,0.372,7.437,6.349,-23.438,-0.598,34.63,0.883,19.91,0.508,133.261,3.399,0.073,2.858,1159.128,1.975,1.102,0.81,1.018,2.671,0.787,0.635,0.659,0.069,0.146,0.43,1.12,0.386,0.767,0.368,-0.449,1.447,1.322,0.543,0.001,0.003,0.005,0.0,248.88,291.55,43.761,17.601,0.08,Europe
Spain,1993,ESP,39420540.0,799270240256.0,9.914,0.251,240.046,-8.586,-3.453,215.71,-9.484,-4.211,5.472,0.27,0.192,6.089,0.3,0.214,82.449,2.092,272.007,6.9,0.34,364.668,6954.369,9701.324,3075.584,7.799,141.232,2749.202,3353.41,11.675,28449.67,1.403,1.838,0.047,14.168,0.359,7.02,5.938,-24.336,-0.617,34.23,0.868,20.4,0.517,128.805,3.267,0.073,2.872,1121.501,1.798,1.053,0.772,0.969,2.636,0.793,0.637,0.664,0.087,0.155,0.422,1.129,0.467,0.785,0.348,-0.474,1.397,1.329,0.547,0.002,0.004,0.006,0.0,234.07,276.75,31.961,13.315,-0.15,Europe
Spain,1994,ESP,39623732.0,827806515200.0,11.499,0.29,252.3,12.254,5.105,206.922,-8.788,-4.074,5.222,0.25,0.176,6.367,0.305,0.215,82.941,2.093,275.616,6.956,0.333,376.167,7206.668,9908.245,3158.525,9.888,156.445,2703.824,3490.828,14.815,29646.164,1.419,2.089,0.053,15.212,0.384,7.31,6.233,-45.378,-1.145,34.65,0.874,21.01,0.53,137.419,3.468,0.079,3.14,1174.692,1.954,1.095,0.718,0.969,2.608,0.801,0.639,0.67,0.107,0.164,0.412,1.139,0.546,0.664,0.371,-0.786,1.485,1.451,0.551,0.002,0.004,0.006,0.0,246.98,289.66,23.316,9.241,0.68,Europe
Spain,1995,ESP,39814568.0,865578975232.0,12.365,0.311,266.035,13.735,5.444,261.774,54.852,26.509,6.575,0.302,0.215,6.682,0.307,0.218,85.879,2.157,287.613,7.224,0.332,388.531,7472.704,10170.02,3244.405,11.751,175.323,2699.563,3634.553,18.14,30627.23,1.409,1.863,0.047,18.878,0.474,7.62,6.548,-4.261,-0.107,35.03,0.88,20.71,0.52,143.725,3.61,0.083,3.324,1219.41,1.987,1.131,0.898,0.976,2.583,0.81,0.643,0.675,0.123,0.176,0.408,1.151,0.617,0.571,0.448,-0.076,1.539,1.487,0.556,0.002,0.004,0.006,0.0,260.7,303.38,21.578,8.111,0.93,Europe
Spain,1996,ESP,39996476.0,895966511104.0,12.115,0.303,253.498,-12.537,-4.713,237.858,-23.916,-9.136,5.947,0.265,0.188,6.338,0.283,0.2,72.659,1.817,272.145,6.804,0.304,400.646,7726.201,10407.878,3317.064,13.546,196.612,2683.922,3776.843,21.491,31666.996,1.414,1.794,0.045,21.289,0.532,7.418,6.353,-15.64,-0.391,35.85,0.896,22.81,0.57,142.29,3.558,0.084,3.351,1266.568,1.907,1.045,0.786,0.805,2.555,0.816,0.646,0.678,0.137,0.189,0.402,1.161,0.68,0.512,0.484,-0.261,1.479,1.509,0.56,0.002,0.004,0.006,0.0,254.09,296.71,18.647,7.356,0.28,Europe
Spain,1997,ESP,40180048.0,937387425792.0,12.752,0.317,265.832,12.334,4.866,230.739,-7.118,-2.993,5.743,0.246,0.173,6.616,0.284,0.199,75.331,1.875,277.698,6.911,0.296,413.397,7992.033,10638.616,3392.395,15.361,224.101,2648.83,3921.791,24.988,33261.406,1.426,1.815,0.045,27.489,0.684,7.913,6.858,-35.093,-0.873,37.66,0.937,22.5,0.56,144.948,3.607,0.087,3.497,1336.445,1.93,1.09,0.724,0.839,2.53,0.823,0.648,0.681,0.15,0.207,0.392,1.17,0.738,0.514,0.623,-0.469,1.484,1.563,0.564,0.002,0.004,0.006,0.0,275.54,317.96,11.866,4.464,1.16,Europe
Spain,1998,ESP,40362356.0,988972449792.0,13.809,0.342,274.605,8.773,3.3,248.782,18.042,7.819,6.164,0.252,0.178,6.803,0.278,0.196,73.456,1.82,291.78,7.229,0.295,427.206,8266.639,10887.398,3465.851,17.303,252.563,2623.007,4075.019,28.696,34707.641,1.417,1.942,0.048,28.462,0.705,8.114,7.061,-25.823,-0.64,38.02,0.942,23.78,0.589,153.228,3.796,0.092,3.708,1400.882,2.098,1.129,0.816,0.841,2.513,0.83,0.651,0.683,0.163,0.224,0.385,1.181,0.796,0.577,0.635,-0.419,1.549,1.681,0.569,0.002,0.004,0.006,0.0,284.99,327.49,17.175,6.255,0.73,Europe
Spain,1999,ESP,40542232.0,1044700856320.0,14.432,0.356,298.075,23.47,8.547,275.158,26.376,10.602,6.787,0.263,0.191,7.352,0.285,0.206,83.531,2.06,315.556,7.783,0.302,441.638,8564.713,11162.557,3549.382,19.297,285.065,2600.09,4236.685,32.646,35609.875,1.382,1.994,0.049,32.502,0.802,8.686,7.636,-22.917,-0.565,38.53,0.95,23.71,0.585,161.666,3.988,0.097,3.951,1443.704,2.09,1.2,0.892,0.942,2.497,0.839,0.655,0.688,0.176,0.243,0.378,1.193,0.854,0.604,0.707,-0.382,1.595,1.802,0.575,0.002,0.004,0.006,0.001,309.58,352.16,17.481,5.865,0.57,Europe
Spain,2000,ESP,40741652.0,1108745388032.0,14.728,0.361,310.071,11.997,4.025,279.862,4.705,1.71,6.869,0.252,0.183,7.611,0.28,0.203,88.321,2.168,335.255,8.229,0.302,456.366,8874.784,11442.419,3637.703,21.429,322.218,2569.881,4400.154,36.915,37495.703,1.378,2.133,0.052,37.153,0.912,9.066,8.024,-30.209,-0.741,39.22,0.963,23.85,0.585,163.468,4.012,0.105,4.268,1527.637,2.041,1.216,0.906,0.959,2.479,0.848,0.659,0.693,0.19,0.264,0.371,1.204,0.914,0.614,0.785,-0.562,1.59,1.973,0.581,0.002,0.004,0.007,0.001,326.9,369.38,25.184,8.122,0.59,Europe
Spain,2001,ESP,40966448.0,1164389515264.0,15.014,0.367,311.809,1.737,0.56,284.642,4.779,1.708,6.948,0.244,0.178,7.611,0.268,0.195,81.098,1.98,335.74,8.195,0.288,471.38,9186.593,11727.061,3718.802,23.467,362.187,2542.714,4569.552,41.205,39003.945,1.372,2.038,0.05,39.97,0.976,8.978,8.509,-27.167,-0.663,39.81,0.972,23.39,0.571,169.398,4.135,0.105,4.29,1597.853,1.991,1.214,0.927,0.876,2.46,0.857,0.664,0.696,0.202,0.286,0.364,1.216,0.969,0.607,0.84,-0.539,1.636,2.011,0.587,0.002,0.005,0.007,0.001,348.6,367.8,23.932,7.675,0.71,Europe
Spain,2002,ESP,41477652.0,1206112747520.0,15.53,0.374,331.95,20.141,6.459,316.256,31.614,11.107,7.625,0.262,0.196,8.003,0.275,0.206,90.917,2.192,358.857,8.652,0.298,486.91,9518.543,12043.317,3809.718,25.536,407.215,2527.021,4743.472,45.691,38938.438,1.339,2.069,0.05,45.027,1.086,9.269,8.807,-15.694,-0.378,40.18,0.969,23.03,0.555,173.92,4.193,0.108,4.486,1615.075,1.986,1.265,1.0,0.939,2.441,0.867,0.67,0.7,0.214,0.309,0.359,1.229,1.022,0.637,0.918,-0.291,1.683,2.074,0.593,0.002,0.005,0.007,0.001,365.3,384.46,26.907,8.106,0.68,Europe
Spain,2003,ESP,42230268.0,1254542540800.0,16.038,0.38,336.332,4.382,1.32,321.936,5.68,1.796,7.623,0.257,0.189,7.964,0.268,0.197,84.293,1.996,358.65,8.493,0.286,502.948,9854.875,12365.253,3894.011,27.436,458.493,2512.625,4921.721,50.265,40418.156,1.361,1.9,0.045,51.279,1.214,9.317,8.863,-14.396,-0.341,40.17,0.951,24.04,0.569,178.249,4.221,0.108,4.573,1706.87,1.865,1.216,0.962,0.801,2.417,0.875,0.675,0.702,0.223,0.335,0.354,1.241,1.072,0.551,1.009,-0.247,1.679,2.069,0.599,0.002,0.005,0.007,0.001,374.3,393.44,22.318,6.636,1.09,Europe
Spain,2004,ESP,42959672.0,1307501395968.0,16.292,0.379,353.011,16.679,4.959,334.354,12.418,3.857,7.783,0.256,0.189,8.217,0.27,0.2,87.367,2.034,385.581,8.975,0.295,519.24,10207.886,12699.607,3981.379,29.67,517.23,2493.967,5105.319,55.048,41185.832,1.353,2.234,0.052,58.736,1.367,9.533,9.088,-18.657,-0.434,39.86,0.928,23.31,0.543,183.598,4.274,0.111,4.784,1769.33,1.813,1.233,0.983,0.803,2.392,0.884,0.681,0.704,0.235,0.364,0.349,1.252,1.118,0.652,1.117,-0.346,1.667,2.066,0.605,0.002,0.005,0.007,0.001,390.41,409.55,32.57,9.226,0.56,Europe
Spain,2005,ESP,43685372.0,1365024047104.0,16.792,0.384,368.338,15.327,4.342,345.367,11.013,3.294,7.906,0.253,0.194,8.432,0.27,0.207,87.766,2.009,411.236,9.414,0.301,536.032,10576.224,13044.974,4069.144,31.966,586.141,2470.997,5293.07,59.871,40779.031,1.305,2.297,0.053,68.912,1.577,9.71,9.272,-22.971,-0.526,39.6,0.906,21.96,0.503,187.75,4.298,0.11,4.822,1781.447,1.742,1.245,1.002,0.76,2.365,0.893,0.687,0.705,0.246,0.398,0.343,1.264,1.159,0.66,1.282,-0.47,1.69,1.99,0.61,0.002,0.005,0.008,0.001,405.06,424.17,42.898,11.646,0.51,Europe
Spain,2006,ESP,44422824.0,1434224295936.0,16.745,0.377,359.653,-8.685,-2.358,333.601,-11.766,-3.407,7.51,0.233,0.185,8.096,0.251,0.199,77.952,1.755,416.307,9.371,0.29,552.776,10935.877,13378.574,4147.097,34.383,660.153,2444.944,5476.512,64.956,40681.789,1.26,2.416,0.054,74.012,1.666,9.413,8.983,-26.053,-0.586,39.35,0.886,22.32,0.502,183.442,4.129,0.114,5.086,1807.2,1.593,1.175,0.931,0.639,2.33,0.9,0.691,0.704,0.258,0.432,0.337,1.273,1.199,0.695,1.335,-0.498,1.636,2.011,0.615,0.002,0.005,0.008,0.001,399.06,418.16,56.653,15.752,1.2,Europe
Spain,2007,ESP,45245784.0,1498934280192.0,16.824,0.372,367.399,7.746,2.154,343.312,9.711,2.911,7.588,0.229,0.186,8.12,0.245,0.199,84.629,1.87,428.442,9.469,0.286,569.6,11303.276,13721.887,4231.726,36.948,735.778,2420.856,5659.451,69.774,40817.645,1.232,2.565,0.057,75.625,1.671,9.603,9.18,-24.087,-0.532,40.04,0.885,22.87,0.505,182.939,4.043,0.106,4.817,1846.826,1.49,1.166,0.952,0.662,2.292,0.907,0.696,0.703,0.27,0.464,0.332,1.282,1.229,0.747,1.32,-0.529,1.626,1.855,0.62,0.002,0.005,0.008,0.001,415.34,434.5,61.043,16.615,0.57,Europe
Spain,2008,ESP,45966544.0,1528105271296.0,14.389,0.313,335.887,-31.512,-8.577,311.747,-31.565,-9.194,6.782,0.204,0.174,7.307,0.22,0.187,59.334,1.291,393.27,8.556,0.257,583.99,11639.163,14033.633,4291.06,39.252,818.3,2396.716,5832.659,73.903,39067.871,1.175,2.304,0.05,82.522,1.795,8.728,8.311,-24.141,-0.525,38.47,0.837,20.59,0.448,173.208,3.768,0.09,4.13,1795.815,1.259,1.048,0.848,0.449,2.247,0.911,0.699,0.697,0.28,0.497,0.326,1.289,1.245,0.688,1.4,-0.509,1.546,1.589,0.623,0.002,0.006,0.008,0.001,382.03,401.2,57.383,17.084,0.53,Europe
Spain,2009,ESP,46367772.0,1486563442688.0,11.402,0.246,296.5,-39.387,-11.726,273.63,-38.116,-12.227,5.901,0.184,0.164,6.395,0.199,0.178,45.081,0.972,345.547,7.452,0.232,595.392,11935.664,14307.264,4336.141,41.509,891.979,2373.846,5993.694,76.95,35904.375,1.12,2.256,0.049,73.679,1.589,7.874,7.461,-22.87,-0.493,40.17,0.866,20.26,0.437,161.035,3.473,0.066,3.047,1664.806,0.97,0.941,0.745,0.346,2.191,0.911,0.7,0.69,0.29,0.524,0.321,1.293,1.245,0.683,1.282,-0.437,1.469,1.248,0.625,0.002,0.006,0.008,0.001,345.93,365.09,49.047,16.542,0.91,Europe
Spain,2010,ESP,46572776.0,1498927202304.0,11.197,0.24,282.937,-13.563,-4.574,254.062,-19.568,-7.151,5.455,0.169,0.149,6.075,0.189,0.165,36.352,0.781,328.19,7.047,0.219,606.589,12218.601,14561.325,4372.493,43.788,965.6,2344.971,6150.033,80.098,36714.199,1.141,2.28,0.049,73.622,1.581,7.519,7.107,-28.875,-0.62,38.6,0.829,20.72,0.445,156.338,3.357,0.068,3.148,1709.882,0.892,0.849,0.66,0.261,2.134,0.91,0.699,0.681,0.298,0.547,0.315,1.295,1.246,0.668,1.189,-0.558,1.38,1.279,0.626,0.002,0.006,0.008,0.001,331.0,350.18,45.253,15.994,0.45,Europe
